anchors,positives
What is the equation used to determine the bending moment on the duct at a specific angle?,"The angular spring constant of the bellows results from the following equation d,,Ra _ 0.21367 x 8.051 x 10° Ry = Sma = SOX ONE = 4592 Nm/rad 8 8 The magnitude of the bending moment on the duct, at an angle 6 = 1/60 rad, is 3.1416 M = R,0 = 4592 x = 240.4 Nm The pressure separating load acting on the bellows results from d> —d3)n F,= p( m i) 4 Therefore, the necessary restraining load acting on the link at the maximum pres- sure in transient conditions (p = 1.207 x 107 N/m’), considering the axial force, is a 2. "
"Calculate the product of 1.207, 107, 0.2136, and 3.1416 in Farads. What is the resulting scientific notation?","1.207 x 107 x 0.2136? x 3.1416 Far, + Pam Pon ™ _ CEI EO IS = 4.325 x 10°N 4 4 4 Further information on the structural calculation of bellows can be found in [31, pages 92—94]. 746 7 Interconnecting Components and Structures References. "
What are the components discussed in the publication edited by Daniels and Keller pertaining to liquid rocket systems?,"1. Daniels CM, Keller RB Jr (eds) (1977) Liquid rocket lines, bellows, flexible hoses, and filters, NASA SP-8123, April 1977, 189 p. Web site https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa. gov/19780008 146.pdf"
"What is the primary focus of the handbook edited by Howell and Weathers, published in February 1970?","2. Howell GW, Weathers TM (eds) (1970) Aerospace fluid component designers’ handbook, volume I, Revision D, Report No. RPL-TDR-64-25, TRW Systems Group, One Space Park, Redondo Beach, California, USA, February 1970. Web site https://apps.dtic.mil/dtic/tr/fulltext/ u2/874542.pdf"
What is the title of the publication authored by Huzel and Huang in 1967 that focuses on rocket engine design?,"3. Huzel DK, Huang DH (1967) Design of liquid propellant rocket engines, 2nd edn. NASA SP-125, NASA, Washington, DC, 472 p. Web site https://ntrs.nasa.gov/archive/nasa/casi.ntrs. nasa.gov/19710019929.pdf"
What organization was responsible for the propulsion and power system of the Space Shuttle main engine presented in June 1998?,"4. Anonymous, Space Shuttle main engine orientation, Boeing-Rocketdyne Propulsion & Power, Presentation BC98-04, June 1998, 105 p. Web site http://large.stanford.edu/courses/201 1/ ph240/nguyen1/docs/SSME_PRESENTATION. pdf"
What is the specified pressure rating for the flexible hose mentioned in the test report from the Saturn IB Program?,"5. Kolowith R (1966) Saturn IB Program, Test report for flexible hose, 1/4 in, 3000-PSIG, Chrysler Corporation, Space Division, 20 December 1966. Web site https://ntrs.nasa.gov/archive/nasa/ casi.ntrs.nasa.gov/19670019497.pdf"
What are the main considerations for designing rotating-shaft seals in liquid rocket engine turbopumps?,"6. Burcham RE, Keller RB Jr (eds) (1978) Liquid rocket engine turbopump rotating-shaft seals, NASA SP-8121, February 1978, 168 p. Web site https://ntrs.nasa.gov/archive/nasa/casi.ntrs. nasa.gov/19780022641.pdf"
What is the total page count of the Saturn V flight manual listed in the provided references?,"7. Anonymous, Saturn V flight manual SA 503, Technical Manual MSFC-MAN-503, NASA TM X-72151, 243 pages, November 1968. Web site https://ntrs.nasa.gov/archive/nasa/casi. ntrs.nasa.gov/19750063889.pdf8. NASA, Saturn V news reference, J-2 engine fact sheet, December 1968. Web site https://www. nasa.gov/centers/marshall/pdf/499245main_J2_Engine_fs.pdf"
"What is the title of the publication edited by Sobin AJ, Bissel WR, and Keller RB Jr, released in August 1974 by NASA?","9. Sobin AJ, Bissel WR, Keller RB Jr (eds) (1974) Turbopump systems for liquid rocket engines, NASA SP-8107, August 1974, 168 p. Web site https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa. gov/19750012398.pdf"
"What is the function of disconnects, couplings, and seals in liquid rocket systems?","10. Anonymous, Cryogenic materials data handbook, U.S. Department of Commerce, National Bureau of Standards, 1960, 58 p. Web site https://apps.dtic.mil/dtic/tr/fulltext/u2/a286675.pdf11. Stuck DE, Keller RB Jr (eds) (1976) Liquid rocket disconnects, couplings, fittings, fixed joints, and seals, NASA SP-8119, 164 p. Web site https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa. gov/19770017247.pdf"
Who edited the publication related to diffusion bonding of materials released by Pergamon Press in 1985?,"12. Kazakov NF (ed) (1985) Diffusion bonding of materials. Pergamon Press, Oxford. ISBN 0- 08-032550-5"
"What is the title of the publication that includes definitions for welding, adhesive bonding, brazing, soldering, and thermal spraying?","13. Anonymous (2009) Standard welding terms and definitions including terms for adhesive bonding, brazing, soldering, and thermal spraying, AWS A3.0 M/A3.0:2010, American Welding Society, 12th edn. ISBN: 978-0-87171-763-4"
What are the benefits of using flexible piping joints in primary loop applications for large-scale reactors?,"14. Anderson RV, Jaquay KR (1975) Flexible piping joints for large-scale breeder reactor primary loop applications, Phase I, Technical summary, report, 12 November 1975, United States of America. Web site https://digital library.unt.edu/ark:/6753 1/metadc 1 195050/"
What type of guide is discussed in the 1976 publication by George H regarding hose mechanics for complex motion?,"15. French EA, George H (1976) Flexible hose guide for multiplane kinematics. In: Fluid handling equipment—a compilation, NASA SP-5976 (03):25. Web site https://ntrs.nasa.gov/archive/ nasa/casi.ntrs.nasa.gov/19760013403.pdf"
What is the title of the final report authored by Buckingham and Winzen in 1974 related to a shuttle filter study?,"16. Buckingham JR, Winzen J (1974) Shuttle filter study—final report, vol I, NASA technical report CR-140386, June 1974, 158 p. Web site https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/ 19750005841 .pdf"
"What is the military specification number associated with fluid pressure hydraulic micronic type filters, and when was it established?","17. Toth LR, Hagler R Jr (1975) Full-flow fluid filter, NASA Tech Brief, B74-10277, January 1975. Web site https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19740000277.pdf18. Filters and filter elements, fluid pressure, hydraulic micronic type, Military specification MIL- F-5504B, 17 October 1958. Web site http://everyspec.com/MIL-SPECS/MIL-SPECS-MIL-F/ MIL-F-5504B_20463/ References 747"
What is the significance of absolute micron ratings in filters for hydraulic systems as outlined in military specifications?,"19. Filter and filter elements, fluid pressure, hydraulic line, 15 micron absolute and 5 micron absolute, type II systems, Military specification MIL-F-8815D, 27 September 1976. Web site http://everyspec.com/MIL-SPECS/MIL-SPECS-MIL-F/MIL-F-88 15D_38187/"
What is the title of the handbook edited by Howell and Weathers published in February 1970?,"20. Howell GW, Weathers TM (eds) (1970) Aerospace fluid component designers’ handbook, volume II, Revision D, Report No. RPL-TDR-64-25, TRW Systems Group, One Space Park, Redondo Beach, California, USA, February 1970. Web site https://ntrl.ntis.gov/NTRL/dashbo ard/searchResults/titleDetail/AD874543.xhtml"
What is the primary purpose of the Bubble Point test conducted by Scott Laboratories?,"21. Scott Laboratories, Bubble point test, Appalachian State University. Web site https://wine.app state.edu/sites/wine.appstate.edu/files/Bubble%20Point%20Test.pdf"
What is the purpose of the bubble-point test method in the evaluation of permeable sintered metal materials?,"22. ISO 4003:1977, Permeable sintered metal materials—determination of bubble test pore size. Web site https://www.iso.org/standard/9678.html23. SAE International, Bubble-point test method ARP901A. Web site https://www.sae.org/standa rds/content/arp901a/"
